"","GEOID","elevation"
"17525","0833035",5593.83
"17526","2927514",951.44
"17527","2940610",921.92
"17528","5462764",1020.34
"17529","2948062",905.51
"17530","5429404",813.65
"17531","5461636",869.42
"17532","3081475",2001.31
"17533","3058375",2076.77
"17534","2956272",951.44
"17535","4845432",2437.66
"17536","0882350",6190.94
"17537","3419510",29.53
"17538","1268275",49.21
"17539","4701640",895.67
"17540","4749360",823.49
"17541","4115350",121.39
"17542","4151050",124.67
"17543","4153000",9.84
"17544","4108650",511.81
"17545","0880865",9904.86
"17546","5426452",1030.18
"17547","5426932",1210.63
"17548","5455276",1099.08
"17549","3141760",1804.46
"17550","5430196",1853.67
"17551","3421480",104.99
"17552","3421510",131.23
"17553","3424990",472.44
"17554","3428680",59.06
"17555","3440020",173.88
"17556","3440680",16.4
"17557","3121835",2086.61
"17558","3132340",2194.88
"17559","4761040",702.1
"17560","5450524",1164.7
"17561","5486836",1414.04
"17562","5401996",1509.19
"17563","0886090",8530.18
"17564","4111000",1469.82
"17565","4161850",912.07
"17566","4184600",485.56
"17567","4816120",2112.86
"17568","5443780",1929.13
"17569","5484484",1902.89
"17570","1228045",32.81
"17571","1254238",26.25
"17572","4244632",1017.06
"17573","4233888",1614.17
"17574","4258950",1135.17
"17575","4264080",1125.33
"17576","4228360",1220.47
"17577","4217624",1240.16
"17578","4228696",1043.31
"17579","5485972",1207.35
"17580","3732180",42.65
"17581","3747845",9.84
"17582","3756360",45.93
"17583","5456404",1929.13
"17584","5467108",698.82
"17585","5468596",734.91
"17586","5307380",200.13
"17587","5315290",439.63
"17588","5565050",682.41
"17589","0843550",6912.73
"17590","0857630",5918.64
"17591","5535450",734.91
"17592","4237136",1167.98
"17593","4211136",1066.27
"17594","4216590",1299.21
"17595","4286480",2162.07
"17596","4657060",2093.18
"17597","3057775",4150.26
"17598","3615060",449.48
"17599","0633632",341.21
"17600","3654111",-6.56
"17601","3666465",49.21
"17602","4004200",875.98
"17603","3766360",22.97
"17604","5455588",810.37
"17605","5471380",1253.28
"17606","5473636",1076.12
"17607","5477188",1145.01
"17608","1228575",144.36
"17609","5319035",193.57
"17610","5323515",334.65
"17611","5335940",216.54
"17612","5343150",554.46
"17613","4202896",318.24
"17614","5326245",761.15
"17615","3007150",3441.6
"17616","3068575",3615.49
"17617","3072380",3369.42
"17618","4173225",4166.67
"17619","2663020",646.33
"17620","2407125",331.36
"17621","2411750",439.63
"17622","2418150",488.85
"17623","2421475",698.82
"17624","2427250",360.89
"17625","1239700",154.2
"17626","1268525",157.48
"17627","1222175",19.69
"17628","5424364",734.91
"17629","5463892",1020.34
"17630","3902344",725.07
"17631","5357745",282.15
"17632","5361115",495.41
"17633","0875970",4127.3
"17634","3700500",62.34
"17635","3775080",52.49
"17636","0801530",10675.85
"17637","2621780",629.92
"17638","2650280",639.76
"17639","0807795",4524.28
"17640","5323865",347.77
"17641","4508155",547.9
"17642","5600680",8772.97
"17643","5613440",8202.1
"17644","5470084",892.39
"17645","4772540",1010.5
"17646","4777480",866.14
"17647","2840600",282.15
"17648","2928036",931.76
"17649","2963596",895.67
"17650","2712718",898.95
"17651","2815140",328.08
"17652","2815340",180.45
"17653","2856960",449.48
"17654","2825340",498.69
"17655","3081025",3280.84
"17656","1251050",88.58
"17657","4145750",498.69
"17658","4878076",649.61
"17659","2715994",1250
"17660","3755660",200.13
"17661","2656360",629.92
"17662","5643745",4599.74
"17663","5677530",4101.05
"17664","5684852",7965.88
"17665","3028862",4740.81
"17666","5301850",734.91
"17667","5312015",236.22
"17668","5427868",1243.44
"17669","5430220",1095.8
"17670","2432025",469.16
"17671","2438850",282.15
"17672","2453325",416.67
"17673","2456337",334.65
"17674","1259450",118.11
"17675","1259470",95.14
"17676","3650265",275.59
"17677","3652067",364.17
"17678","4155268",4153.54
"17679","3670090",764.44
"17680","3628138",521.65
"17681","3906754",1017.06
"17682","3944282",1167.98
"17683","3948230",797.24
"17684","4716480",1020.34
"17685","5127440",377.3
"17686","4767540",387.14
"17687","4802104",4501.31
"17688","4504300",600.39
"17689","5324188",229.66
"17690","5339212",475.72
"17691","5344620",291.99
"17692","5361000",187.01
"17693","4567390",13.12
"17694","2463300",331.36
"17695","2465312",439.63
"17696","2473600",298.56
"17697","4044275",1115.49
"17698","4049100",1000.66
"17699","3967580",793.96
"17700","3966012",1089.24
"17701","3956658",1105.64
"17702","3707588",16.4
"17703","5350675",32.81
"17704","3436484",82.02
"17705","3645659",124.67
"17706","3676985",183.73
"17707","0625093",1122.05
"17708","3722800",754.59
"17709","3727300",49.21
"17710","4513150",426.51
"17711","4528780",442.91
"17712","4555420",406.82
"17713","4567705",229.66
"17714","4874372",531.5
"17715","3039400",4970.47
"17716","3051175",4353.67
"17717","4061113",1043.31
"17718","4063730",593.83
"17719","4080813",626.64
"17720","5117424",1348.43
"17721","5150840",2398.29
"17722","5183888",9.84
"17723","5145960",1328.74
"17724","5151096",1919.29
"17725","4113000",360.89
"17726","4174550",656.17
"17727","4280248",410.1
"17728","3738420",3953.41
"17729","4158500",396.98
"17730","5662160",6696.19
"17731","5675355",6807.74
"17732","4927902",6748.69
"17733","5377297",810.37
"17734","5177568",22.97
"17735","4825368",121.39
"17736","5540850",1141.73
"17737","5573175",1125.33
"17738","4725440",830.05
"17739","5610685",4767.06
"17740","5611265",5495.41
"17741","4706640",1469.82
"17742","4706740",1709.32
"17743","4523290",580.71
"17744","5625185",6358.27
"17745","4575220",669.29
"17746","4171800",154.2
"17747","3620467",593.83
"17748","2468265",13.12
"17749","3616322",328.08
"17750","3663363",295.28
"17751","5111464",321.52
"17752","5114744",298.56
"17753","3063042",3310.37
"17754","4445010",-16.4
"17755","4450140",154.2
"17756","2541410",452.76
"17757","2547800",495.41
"17758","5601985",6555.12
"17759","4553080",213.25
"17760","4563790",141.08
"17761","4578910",374.02
"17762","5523275",944.88
"17763","5560100",688.98
"17764","5566200",905.51
"17765","4730700",1574.8
"17766","4559110",387.14
"17767","4801514",111.55
"17768","5663800",6154.86
"17769","4577672",226.38
"17770","5129008",85.3
"17771","5129136",-6.56
"17772","5132496",380.58
"17773","5143352",318.24
"17774","5145784",255.91
"17775","5147064",164.04
"17776","5115048",764.44
"17777","5170296",685.7
"17778","4539772",160.76
"17779","4548737",167.32
"17780","4559470",232.94
"17781","5615400",6417.32
"17782","5623010",6617.45
"17783","5600245",6302.49
"17784","4025650",1102.36
"17785","4026350",1377.95
"17786","4047350",1345.14
"17787","4831964",1722.44
"17788","3401030",282.15
"17789","3428710",662.73
"17790","4547050",364.17
"17791","5625910",6233.6
"17792","5634030",6407.48
"17793","5671440",6725.72
"17794","5675572",6400.92
"17795","4027800",1259.84
"17796","4030850",1112.2
"17797","4044150",1059.71
"17798","4046150",1240.16
"17799","4073850",1282.81
"17800","5148376",308.4
"17801","5151192",374.02
"17802","5174592",239.5
"17803","5179950",423.23
"17804","5602877",5669.29
"17805","5613222",7696.85
"17806","5638307",5351.05
"17807","0520470",308.4
"17808","2160600",1348.43
"17809","2606880",616.8
"17810","3673880",351.05
"17811","3665519",1594.49
"17812","3908812",935.04
"17813","5008950",744.75
"17814","5059050",518.37
"17815","3201000",2352.36
"17816","2371780",498.69
"17817","3736510",836.61
"17818","3744770",1030.18
"17819","3771760",830.05
"17820","2507945",59.06
"17821","4551180",744.75
"17822","4556365",853.02
"17823","4626035",3080.71
"17824","4653007",3244.75
"17825","4736500",2178.48
"17826","4551145",219.82
"17827","4645715",3805.77
"17828","4224440",465.88
"17829","4578505",524.93
"17830","4811236",104.99
"17831","4105200",344.49
"17832","4935823",6102.36
"17833","0632036",748.03
"17834","0611824",2539.37
"17835","0685250",1981.63
"17836","0601518",3602.36
"17837","2524190",154.2
"17838","2529090",32.81
"17839","2539152",36.09
"17840","2545500",19.69
"17841","2549700",42.65
"17842","2551405",36.09
"17843","2555535",19.69
"17844","2575505",22.97
"17845","4763840",3070.87
"17846","2530175",45.93
"17847","2538575",16.4
"17848","2548220",82.02
"17849","2549165",68.9
"17850","2551160",26.25
"17851","2563690",6.56
"17852","4208819",337.93
"17853","4264464",269.03
"17854","4111050",-6.56
"17855","4133100",249.34
"17856","4154450",101.71
"17857","2534935",1279.53
"17858","4746400",1003.94
"17859","5124496",157.48
"17860","0680210",1771.65
"17861","5370543",679.13
"17862","5180029",337.93
"17863","5109072",419.95
"17864","2575820",16.4
"17865","2326490",144.36
"17866","2353685",285.43
"17867","2387810",91.86
"17868","2336710",45.93
"17869","2370660",29.53
"17870","4232320",521.65
"17871","2507385",111.55
"17872","4205400",1548.56
"17873","4215416",2155.51
"17874","4280264",1811.02
"17875","4725540",1706.04
"17876","4277424",1735.56
"17877","4856252",360.89
"17878","4213768",1541.99
"17879","3650353",547.9
"17880","3657749",144.36
"17881","5131200",203.41
"17882","5144280",229.66
"17883","5172272",278.87
"17884","3321780",193.57
"17885","3337860",209.97
"17886","4224088",613.52
"17887","4225744",603.67
"17888","4238392",1007.22
"17889","3574275",5620.08
"17890","5505387",600.39
"17891","3523497",7401.57
"17892","0632212",859.58
"17893","0616210",813.65
"17894","2516285",88.58
"17895","2543615",-16.4
"17896","2557845",65.62
"17897","2559210",19.69
"17898","1361628",505.25
"17899","2224215",242.78
"17900","2238670",269.03
"17901","3679174",547.9
"17902","3680203",190.29
"17903","2902674",1299.21
"17904","5156000",42.65
"17905","2210075",39.37
"17906","5541765",856.3
"17907","0629252",2801.84
"17908","3619994",682.41
"17909","3624823",479
"17910","3664408",269.03
"17911","0614190",518.37
"17912","0616560",157.48
"17913","0619570",4721.13
"17914","0648480",1338.58
"17915","2915436",1023.62
"17916","2935306",944.88
"17917","2942608",944.88
"17918","2977146",725.07
"17919","0619402",59.06
"17920","0660984",26.25
"17921","4808536",1381.23
"17922","4837780",1236.88
"17923","0617022",32.81
"17924","5107480",1988.19
"17925","5157688",2677.17
"17926","0918430",518.37
"17927","0973000",239.5
"17928","2907948",984.25
"17929","2980098",1289.37
"17930","3629597",459.32
"17931","0662546",91.86
"17932","0670770",131.23
"17933","0672646",0
"17934","0685922",95.14
"17935","0675630",-3.28
"17936","0681554",170.6
"17937","4111850",1299.21
"17938","0562030",938.32
"17939","5164272",1768.37
"17940","5502500",780.84
"17941","5560575",1000.66
"17942","5580475",692.26
"17943","1364876",396.98
"17944","3613585",426.51
"17945","3655574",324.8
"17946","3646019",223.1
"17947","0860600",7860.89
"17948","3525450",3497.38
"17949","3544490",3881.23
"17950","0526050",666.01
"17951","5508850",692.26
"17952","5513050",771
"17953","5525600",1151.57
"17954","5588825",807.09
"17955","2215850",65.62
"17956","2278470",75.46
"17957","2724524",705.38
"17958","2718530",1102.36
"17959","2742290",997.38
"17960","1913845",830.05
"17961","1948000",830.05
"17962","1953310",1161.42
"17963","1981345",859.58
"17964","2220155",13.12
"17965","5545575",738.19
"17966","5567625",823.49
"17967","4836032",1794.62
"17968","0684816",13.12
"17969","0686034",141.08
"17970","5501550",875.98
"17971","2232930",19.69
"17972","2238092",13.12
"17973","0547390",790.68
"17974","2262105",32.81
"17975","2669260",652.89
"17976","2935468",1043.31
"17977","2957656",1079.4
"17978","3040075",3005.25
"17979","2762896",954.72
"17980","2766424",1171.26
"17981","0519600",538.06
"17982","0556990",383.86
"17983","2256295",301.84
"17984","4840384",173.88
"17985","4847700",72.18
"17986","5156096",101.71
"17987","2900244",872.7
"17988","2933724",895.67
"17989","2232020",26.25
"17990","0514260",643.04
"17991","3656814",524.93
"17992","3678168",160.76
"17993","4817036",272.31
"17994","5511062",613.52
"17995","2941114",964.57
"17996","2964172",954.72
"17997","3730900",26.25
"17998","3774720",29.53
"17999","5534825",1023.62
"18000","4223296",1128.61
"18001","4235896",1069.55
"18002","4247400",1046.59
"18003","0664140",269.03
"18004","2274690",91.86
"18005","2204685",144.36
"18006","2912682",846.46
"18007","5536250",813.65
"18008","5558050",777.56
"18009","4859636",82.02
"18010","5124752",36.09
"18011","1982740",1250
"18012","2228940",85.3
"18013","3612881",744.75
"18014","5101672",731.63
"18015","4022200",702.1
"18016","4035400",885.83
"18017","4830224",157.48
"18018","4843132",216.54
"18019","4866884",272.31
"18020","4053700",738.19
"18021","0613588",170.6
"18022","0628112",45.93
"18023","4039950",587.27
"18024","4250408",987.53
"18025","4254888",1020.34
"18026","3929204",656.17
"18027","3967258",675.85
"18028","5415916",977.69
"18029","5480932",1082.68
"18030","5482732",1167.98
"18031","5557100",980.97
"18032","5574675",892.39
"18033","5589025",1164.7
"18034","5428516",708.66
"18035","4080500",771
"18036","4829432",475.72
"18037","4842532",459.32
"18038","4048500",1030.18
"18039","4062000",757.87
"18040","4853190",154.2
"18041","4856156",131.23
"18042","4863044",131.23
"18043","4880044",124.67
"18044","4070200",633.2
"18045","4044950",603.67
"18046","4070250",610.24
"18047","5175008",652.89
"18048","5405452",912.07
"18049","5428204",905.51
"18050","3903926",1213.91
"18051","3909316",997.38
"18052","3969526",1174.54
"18053","4036750",485.56
"18054","4082200",439.63
"18055","0100484",757.87
"18056","3986436",1112.2
"18057","3945164",764.44
"18058","3947628",669.29
"18059","5448148",1151.57
"18060","0124880",423.23
"18061","0101228",203.41
"18062","0159592",164.04
"18063","4820140",78.74
"18064","4838872",75.46
"18065","4039900",767.72
"18066","4053400",875.98
"18067","4071350",1020.34
"18068","0124688",1062.99
"18069","3985834",1210.63
"18070","3987178",902.23
"18071","4025400",728.35
"18072","0183640",574.15
"18073","5147528",859.58
"18074","0121280",761.15
"18075","0144800",669.29
"18076","3736514",2040.68
"18077","3922022",1010.5
"18078","3954012",1036.75
"18079","0164104",301.84
"18080","5456020",820.21
"18081","2430900",1925.85
"18082","0118952",255.91
"18083","0124256",137.8
"18084","0184096",226.38
"18085","4215776",1017.06
"18086","0125648",593.83
"18087","4001150",688.98
"18088","4032850",695.54
"18089","4065600",738.19
"18090","4815892",341.21
"18091","4063750",1263.12
"18092","4832972",311.68
"18093","3340120",728.35
"18094","1223680",147.64
"18095","3930674",784.12
"18096","3977406",787.4
"18097","4002650",449.48
"18098","4056900",452.76
"18099","4059750",479
"18100","4072250",767.72
"18101","4204568",1190.94
"18102","4212704",1020.34
"18103","3063590",4471.78
"18104","3701380",1912.73
"18105","3745660",1788.06
"18106","3766500",2372.05
"18107","0120296",147.64
"18108","0143240",144.36
"18109","0230060",377.3
"18110","0233910",367.45
"18111","4224536",1102.36
"18112","4259520",1056.43
"18113","4261864",1030.18
"18114","4278528",1049.87
"18115","5435500",692.26
"18116","2979684",305.12
"18117","3673990",1040.03
"18118","3563530",5980.97
"18119","1210350",121.39
"18120","1208075",193.57
"18121","3439600",643.04
"18122","2428512",479
"18123","2477262",547.9
"18124","2410737",104.99
"18125","3054475",4957.35
"18126","3047460",6909.45
"18127","2613100",853.02
"18128","3539792",7634.51
"18129","3541953",7611.55
"18130","2928882",994.09
"18131","2939852",1000.66
"18132","3437680",249.34
"18133","3456430",288.71
"18134","0242050",193.57
"18135","3969358",682.41
"18136","5404276",662.73
"18137","4802032",2568.9
"18138","1735463",843.18
"18139","1703337",944.88
"18140","2222640",75.46
"18141","1239067",42.65
"18142","2940222",895.67
"18143","3682733",1348.43
"18144","3638985",1374.67
"18145","3683283",905.51
"18146","3631973",1230.31
"18147","3681655",1325.46
"18148","2670160",705.38
"18149","2934192",987.53
"18150","2004575",1309.06
"18151","3560310",6640.42
"18152","3570505",7860.89
"18153","0459372",6630.58
"18154","0406997",6778.22
"18155","0436535",5308.4
"18156","2059975",971.13
"18157","3431110",636.48
"18158","3474930",1190.94
"18159","3444280",9.84
"18160","3473170",298.56
"18161","3437710",1007.22
"18162","3438700",1026.9
"18163","3411290",357.61
"18164","3423640",843.18
"18165","2966935",561.02
"18166","4080000",777.56
"18167","4080750",944.88
"18168","2854680",209.97
"18169","3065425",4629.27
"18170","4853616",1230.31
"18171","3446710",104.99
"18172","3402920",39.37
"18173","3462790",104.99
"18174","3400160",36.09
"18175","3426010",75.46
"18176","3128165",1076.12
"18177","3481620",104.99
"18178","3512844",6850.39
"18179","3540074",6624.02
"18180","3505002",6873.36
"18181","3536930",7411.42
"18182","3431880",98.43
"18183","3450100",121.39
"18184","3442180",288.71
"18185","3404540",6.56
"18186","3454600",32.81
"18187","3451450",19.69
"18188","4729260",606.96
"18189","3061300",4222.44
"18190","3066317",4917.98
"18191","3060400",4740.81
"18192","3061675",2155.51
"18193","3466750",88.58
"18194","3056875",4268.37
"18195","0631134",2877.3
"18196","0659503",547.9
"18197","2626820",1164.7
"18198","2652280",1141.73
"18199","1761782",803.81
"18200","1710305",725.07
"18201","3018850",3480.97
"18202","2640160",875.98
"18203","4879756",2014.44
"18204","1782029",820.21
"18205","3577930",7368.77
"18206","3534830",6893.04
"18207","3508180",7585.3
"18208","3559540",7057.09
"18209","3560327",6453.41
"18210","3619609",1368.11
"18211","3445450",121.39
"18212","3403340",377.3
"18213","3655750",1627.3
"18214","1276058",29.53
"18215","3463810",101.71
"18216","3447006",-3.28
"18217","3471628",82.02
"18218","3416278",72.18
"18219","3427060",85.3
"18220","4263349",1351.71
"18221","4273288",1250
"18222","4274544",1404.2
"18223","0634694",2375.33
"18224","3027850",2460.63
"18225","4861568",725.07
"18226","3757200",223.1
"18227","3761920",242.78
"18228","0649628",2185.04
"18229","0659220",2739.5
"18230","0664420",994.09
"18231","0681890",675.85
"18232","2317705",590.55
"18233","2356240",387.14
"18234","3465249",78.74
"18235","3462605",127.95
"18236","4661940",1348.43
"18237","4213992",1361.55
"18238","4276880",1105.64
"18239","2543755",16.4
"18240","4244672",252.62
"18241","4264072",423.23
"18242","4284280",406.82
"18243","4512965",793.96
"18244","2273955",95.14
"18245","3675671",1551.84
"18246","2267495",82.02
"18247","2279940",72.18
"18248","3613145",1312.34
"18249","3678113",590.55
"18250","3682953",1309.06
"18251","0100988",1049.87
"18252","4839940",341.21
"18253","4003300",590.55
"18254","4075250",646.33
"18255","3655882",1010.5
"18256","2345565",72.18
"18257","2219490",29.53
"18258","0647592",623.36
"18259","4058250",1066.27
"18260","4860188",423.23
"18261","3618212",603.67
"18262","3665750",193.57
"18263","3669078",331.36
"18264","3678520",82.02
"18265","3103075",1227.03
"18266","0643140",360.89
"18267","2044300",1768.37
"18268","4533640",603.67
"18269","4543675",639.76
"18270","4628140",1784.78
"18271","4659940",1883.2
"18272","2709604",1200.79
"18273","2739392",1204.07
"18274","3148515",1089.24
"18275","4816252",528.22
"18276","0102116",1066.27
"18277","0605356",393.7
"18278","0623158",403.54
"18279","0660370",360.89
"18280","0633689",528.22
"18281","2535040",1085.96
"18282","1528287",26.25
"18283","0619248",508.53
"18284","0151696",830.05
"18285","0174424",583.99
"18286","3103390",1282.81
"18287","3153835",1240.16
"18288","4843684",370.73
"18289","3620346",1210.63
"18290","3634979",1820.87
"18291","3667334",1118.77
"18292","4023200",1092.52
"18293","3602066",442.91
"18294","3664639",626.64
"18295","2252040",13.12
"18296","2259165",26.25
"18297","4004250",774.28
"18298","4057600",872.7
"18299","0918990",344.49
"18300","2403800",282.15
"18301","2447040",482.28
"18302","2329220",393.7
"18303","3402170",75.46
"18304","3475590",232.94
"18305","0176680",511.81
"18306","5183248",761.15
"18307","4007750",574.15
"18308","4036300",554.46
"18309","4015800",610.24
"18310","4810156",337.93
"18311","4038350",1151.57
"18312","4044500",958.01
"18313","4048350",1250
"18314","4069200",1220.47
"18315","4078500",1305.77
"18316","3118405",1630.58
"18317","2240280",42.65
"18318","2261825",36.09
"18319","4060850",771
"18320","4067200",1122.05
"18321","4804156",528.22
"18322","4842820",554.46
"18323","3615297",524.93
"18324","3626319",557.74
"18325","0620907",209.97
"18326","0664210",68.9
"18327","1523675",672.57
"18328","1525700",170.6
"18329","2354490",55.77
"18330","0964880",823.49
"18331","0960540",659.45
"18332","0940920",620.08
"18333","2625580",807.09
"18334","2667160",587.27
"18335","1742392",892.39
"18336","1733019",925.2
"18337","2672060",921.92
"18338","2434350",410.1
"18339","5001035",718.5
"18340","5662269",4019.03
"18341","1629440",4881.89
"18342","4261520",436.35
"18343","4860020",2240.81
"18344","2279870",62.34
"18345","2746060",1407.48
"18346","2749732",1456.69
"18347","2750164",1318.9
"18348","2750470",1361.55
"18349","2767504",1338.58
"18350","3429220",501.97
"18351","3432910",980.97
"18352","3520620",3454.72
"18353","3632325",652.89
"18354","3647042",603.67
"18355","3647988",728.35
"18356","3659388",488.85
"18357","4015350",784.12
"18358","3415730",114.83
"18359","0158680",754.59
"18360","0977278",229.66
"18361","0943580",400.26
"18362","0939695",68.9
"18363","1361376",531.5
"18364","0521520",334.65
"18365","0522300",1338.58
"18366","2324740",518.37
"18367","2149278",1801.18
"18368","2144434",324.8
"18369","3553730",7391.73
"18370","2656620",961.29
"18371","0603209",26.25
"18372","0641670",88.58
"18373","0642104",82.02
"18374","3525170",5633.2
"18375","0113672",305.12
"18376","2826300",301.84
"18377","0470320",1161.42
"18378","4811716",531.5
"18379","4812112",587.27
"18380","4851444",570.87
"18381","3628959",1246.72
"18382","3648483",1309.06
"18383","4003000",1049.87
"18384","4045350",1128.61
"18385","0556690",190.29
"18386","0559630",216.54
"18387","0561190",429.79
"18388","0562630",347.77
"18389","0571060",885.83
"18390","1354404",206.69
"18391","0528840",200.13
"18392","1380368",157.48
"18393","1375692",518.37
"18394","1380648",465.88
"18395","0530730",505.25
"18396","1371296",610.24
"18397","2385815",643.04
"18398","4748460",931.76
"18399","2101648",1227.03
"18400","2666720",1049.87
"18401","4777980",561.02
"18402","4733120",1486.22
"18403","3754600",160.76
"18404","0419630",3382.55
"18405","0447400",488.85
"18406","0413400",5009.84
"18407","0436990",5698.82
"18408","4059150",1069.55
"18409","4072650",1059.71
"18410","3506425",5465.88
"18411","0603190",2782.15
"18412","0534540",249.34
"18413","1332132",75.46
"18414","0547090",1246.72
"18415","1366304",862.86
"18416","0554170",636.48
"18417","0551230",1282.81
"18418","0552280",164.04
"18419","1309768",442.91
"18420","0547720",1256.56
"18421","5569950",1046.59
"18422","5532950",843.18
"18423","5553050",921.92
"18424","2156694",1171.26
"18425","3706980",144.36
"18426","3716860",127.95
"18427","3733940",68.9
"18428","3735340",167.32
"18429","2637100",862.86
"18430","0437130",6282.81
"18431","0410670",2319.55
"18432","0411230",2713.25
"18433","0640746",259.19
"18434","0673794",1407.48
"18435","0601458",337.93
"18436","0608968",131.23
"18437","0620598",337.93
"18438","0673906",154.2
"18439","3901742",879.27
"18440","5550700",1305.77
"18441","2029400",1437.01
"18442","2029875",1253.28
"18443","2054200",1364.83
"18444","5530450",935.04
"18445","5585025",977.69
"18446","5504875",1108.92
"18447","5567350",1145.01
"18448","2135902",446.19
"18449","2617690",889.11
"18450","2674975",905.51
"18451","2612280",731.63
"18452","3715440",1210.63
"18453","3743160",1322.18
"18454","3752920",1082.68
"18455","0478540",3290.68
"18456","0420680",2191.6
"18457","0451180",4442.26
"18458","0220716",55.77
"18459","3022130",4448.82
"18460","3036325",4156.82
"18461","2050425",1282.81
"18462","2932698",242.78
"18463","0461302",2267.06
"18464","0859520",8700.79
"18465","2728862",1256.56
"18466","3082525",4409.45
"18467","2730320",1400.92
"18468","2421150",39.37
"18469","2637760",892.39
"18470","1740052",777.56
"18471","0532800",177.17
"18472","5508475",1286.09
"18473","5517775",948.16
"18474","5519350",954.72
"18475","5549575",869.42
"18476","5554725",1171.26
"18477","0940077",639.76
"18478","0918675",439.63
"18479","0949720",291.99
"18480","0974303",49.21
"18481","0966770",55.77
"18482","0916525",42.65
"18483","0957880",111.55
"18484","0947990",88.58
"18485","0971215",285.43
"18486","0415220",3011.81
"18487","0479830",3330.05
"18488","0606635",403.54
"18489","0646884",1768.37
"18490","2308360",475.72
"18491","3649143",1377.95
"18492","2250325",22.97
"18493","2378640",410.1
"18494","5175680",2198.16
"18495","5175536",2099.74
"18496","5122576",223.1
"18497","5122640",121.39
"18498","5129712",29.53
"18499","5137432",1604.33
"18500","1380816",26.25
"18501","5560200",1007.22
"18502","5578600",954.72
"18503","5584350",912.07
"18504","5574575",1108.92
"18505","2215780",173.88
"18506","2231250",206.69
"18507","0976150",75.46
"18508","0918936",75.46
"18509","0965685",567.59
"18510","2055750",1276.25
"18511","2314275",252.62
"18512","2687920",869.42
"18513","0653987",269.03
"18514","2871040",259.19
"18515","2618580",1541.99
"18516","0663316",5367.45
"18517","0606928",859.58
"18518","0649651",147.64
"18519","0654764",121.39
"18520","0682842",82.02
"18521","4744700",866.14
"18522","4741780",301.84
"18523","1317468",193.57
"18524","1354012",597.11
"18525","1382916",935.04
"18526","5159752",2139.11
"18527","1328324",318.24
"18528","5164288",2421.26
"18529","5167304",1778.22
"18530","0501660",538.06
"18531","2805180",141.08
"18532","2805780",351.05
"18533","0562150",744.75
"18534","1352304",318.24
"18535","2244235",324.8
"18536","2901702",839.9
"18537","2940340",964.57
"18538","2958394",951.44
"18539","3606794",639.76
"18540","4510135",649.61
"18541","4735220",452.76
"18542","1914970",1059.71
"18543","1957045",1102.36
"18544","1987420",1102.36
"18545","3707080",3362.86
"18546","3713980",1604.33
"18547","4514230",793.96
"18548","4704920",1053.15
"18549","4767920",1079.4
"18550","4760800",662.73
"18551","4724400",456.04
"18552","4704000",416.67
"18553","4731400",2093.18
"18554","4766960",807.09
"18555","4716060",1683.07
"18556","4709200",515.09
"18557","2812780",485.56
"18558","2828500",108.27
"18559","2837840",337.93
"18560","2838910",252.62
"18561","2851960",111.55
"18562","2853080",387.14
"18563","0516690",780.84
"18564","2876240",390.42
"18565","2861440",209.97
"18566","2861840",154.2
"18567","2870720",121.39
"18568","2876040",101.71
"18569","3612683",757.87
"18570","3614036",285.43
"18571","3616089",272.31
"18572","3670167",1171.26
"18573","3678806",1040.03
"18574","5183136",541.34
"18575","4005400",626.64
"18576","4010800",688.98
"18577","3768580",990.81
"18578","1601900",4435.7
"18579","1972075",1269.69
"18580","4072100",862.86
"18581","1718719",757.87
"18582","4568210",859.58
"18583","4725740",1581.36
"18584","4720080",685.7
"18585","4856660",774.28
"18586","4810276",1092.52
"18587","4841176",1131.89
"18588","4565590",36.09
"18589","4832012",19.69
"18590","4879456",570.87
"18591","2003600",1315.62
"18592","2045050",1220.47
"18593","2068950",1502.62
"18594","2075950",1210.63
"18595","5531575",1161.42
"18596","5555800",1062.99
"18597","5560825",1263.12
"18598","5588275",1259.84
"18599","4010950",685.7
"18600","3602550",337.93
"18601","3626770",157.48
"18602","4061900",1033.46
"18603","4069500",836.61
"18604","3649946",1259.84
"18605","3653979",1128.61
"18606","1734982",823.49
"18607","1750998",912.07
"18608","1772702",734.91
"18609","4646180",1443.57
"18610","2062025",1286.09
"18611","4572295",518.37
"18612","0531270",662.73
"18613","4826516",55.77
"18614","0504750",239.5
"18615","0519720",990.81
"18616","5131952",944.88
"18617","1338292",75.46
"18618","5100110",2755.91
"18619","5502075",1433.73
"18620","5508725",912.07
"18621","5500275",980.97
"18622","3867820",1811.02
"18623","3869980",1916.01
"18624","2026775",1289.37
"18625","2019875",2165.35
"18626","2006075",1230.31
"18627","2000475",1384.51
"18628","3006550",3349.74
"18629","2711962",856.3
"18630","2717612",830.05
"18631","2736404",1417.32
"18632","2741714",1158.14
"18633","4835528",433.07
"18634","0107000",613.52
"18635","0117968",547.9
"18636","0125120",570.87
"18637","0630798",2621.39
"18638","0680588",6145.01
"18639","4129000",85.3
"18640","5513325",826.77
"18641","5588325",1190.94
"18642","0616224",203.41
"18643","0631960",246.06
"18644","2074450",2450.79
"18645","2738420",1079.4
"18646","2744116",1040.03
"18647","2703160",1062.99
"18648","4812472",354.33
"18649","4815820",387.14
"18650","0128552",613.52
"18651","0139856",459.32
"18652","0657540",2007.87
"18653","0673108",6253.28
"18654","4837684",249.34
"18655","4873076",393.7
"18656","2824500",298.56
"18657","3968084",1141.73
